Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
162937.0,-0.395497796326888,2.04622583356167,0.281655462536911,4.28061204902051,0.830361056858495,-0.0142328777581966,0.891292589886629,0.29671555199837,-3.16721186617733,1.49288122767302,0.575190851478754,-0.361683370538577,-0.58369807388023,1.45309908959188,-0.0640922204424221,-0.281834176613525,0.255969924073259,0.434895918230999,1.51982011445026,0.0280308580008363,0.263069289336084,0.592213350739919,-0.298125125599239,0.0810902134198686,0.0321073667117233,0.511403011527701,-0.0167022629598961,0.0580098035361811,3.88,0
162938.0,-0.631091551741188,-0.569818170329154,1.11929411365264,-3.26380797229313,-0.22488772486035,0.222436029252429,0.20852086213367,0.0052099961943848,-2.55905339050848,0.480661173721985,-0.371751246918147,-0.565671768038584,0.994247667610945,-0.576067915864521,-1.46368603119971,0.0996784583726474,-0.394944341571736,0.760010454677649,-0.0108778267458427,-0.0878793293444355,-0.156913254223139,-0.23819945499594,-0.327221437670571,-1.11722779489426,0.80977406099134,-0.119094689875518,-0.0072020781754483,0.0336192807608902,91.57,0
162938.0,-0.278756384069021,1.50822631215684,-0.0898511426834667,2.30180892257786,2.39691669877358,0.879936280327461,1.60242807750589,-0.266056562095553,-1.95184039981354,1.33858973477899,-0.372940925967388,0.255042443993254,0.759812335536828,-0.0109584816677529,-2.54344111590652,0.568327246600498,-1.37144735967284,-0.0714222319404834,-0.909693059534902,-0.154192381062132,0.102618197744035,0.438764336447874,-0.203255956179892,-0.202515272118345,-0.501903357777523,-0.198301972304185,-0.245579395588237,-0.009123871796719,7.56,0
162939.0,1.697471518152,-1.5329357260328,-1.60779770347109,-0.46446809808142,-0.940896196649621,-0.703257502847717,-0.620343973354248,-0.150481734946872,0.214026758635894,-0.0057679457915262,-1.04252125210538,-1.43176289121391,-0.574648054656534,-1.90784967971953,0.505535572553227,1.91886806387783,1.21009528098933,-0.0896583738283965,0.360726358824601,0.502121354025354,0.339853473165619,0.466536870911931,-0.182387004155875,-0.694466206032429,-0.189668095600577,-0.0751128545339598,-0.0249471008765491,0.0240878911079496,269.0,0
162939.0,0.167907380638712,1.06755577410236,-2.18253938088354,-0.332050943467677,0.998393788851655,-1.1700396403044,1.38531795137449,-0.0171787304654071,-0.614490242280799,-1.18391091955067,-0.959241551116891,-0.0046127606996184,0.240941002273664,-0.622092861443825,-0.759963282843078,0.0383669446126671,0.774315029138117,0.0247034212900752,-0.325986597462763,-0.0943960218351126,0.209195043742785,0.484514664371654,0.111364480704735,0.538182076927354,-0.221991228200056,0.52066263846469,-0.176845643653909,-0.0384178763129103,85.25,0
162939.0,1.86457443552139,-0.349314717810452,0.151941468702145,0.747351550438742,-1.14798408019469,-1.08646649896561,-0.439508564575028,-0.2173754837822,1.16926419730412,-0.224162737865167,0.0770570325229281,1.6109862428969,1.52217956889516,-0.449012935638053,0.240551956780984,-0.257579301089291,-0.261037232126254,-0.281772834214654,-0.588920555778645,-0.0998543883958149,0.28581126146853,1.09772219118616,0.188743453121734,1.00040835852022,-0.17263019019229,-0.27844501244871,0.0483956422407867,-0.0194855574929673,35.0,0
162940.0,-1.11820132324008,1.82960525681446,-2.25090448515724,-1.52492065892195,1.15528654249355,-0.562208461999129,0.804364159395419,0.689315083074429,-0.511563686964048,-0.137754902300914,-0.489397585832484,0.359298695569145,-0.323458084978682,1.39045009442392,-0.77175483210293,0.0896534091727751,-0.730499346091604,0.577827013074558,0.503263965486369,0.0138736042244872,0.241184656856689,0.691039260992521,-0.238805474991321,-0.31331841185069,-0.0385471367748746,0.115736382494164,0.348464262148309,0.243850407393095,7.7,0
162940.0,-0.93177350180721,0.701951712764953,-0.304606407385827,-0.662424137809777,0.625859100394325,0.271707225899075,1.17042500683356,-0.184779783149636,0.877245931149036,0.668475374964464,0.152488019732613,0.33795655664561,-0.463220147587362,-0.230384072902263,0.230312183907513,-1.37549022549081,0.546149256987106,-2.41411331291127,-1.40596764358947,-0.135299827163477,-0.231520160084015,0.0700931442181524,0.247506938955336,-0.593742641539717,-0.927136546201075,0.182345108565541,0.0099748226304705,0.107837027849637,90.1,0
162940.0,2.10198193269889,-0.98877789373568,-1.64115550986435,-0.651064212250823,0.0168373739935363,0.437593166806415,-0.525113988220135,-0.0084364735204185,-0.373536904117061,0.947505368609526,-0.554568795832593,0.511525504773339,0.519145813862374,-0.0605452298569523,-1.33067743422646,-1.39324839466345,-0.475919595057273,1.62011541017566,0.095703028079829,-0.438794167521479,-0.296797776517661,-0.264366145969465,-0.0067791643148735,-0.304081423114689,0.0732591080852194,0.760648300483662,-0.0629148044852005,-0.0689414944197872,57.95,0
162941.0,-0.927644550787272,1.45369182893333,-0.489864617759108,-0.643687537267017,-0.273543298886578,-0.98620110807117,0.173462527928063,0.807448477049378,-0.423373961306601,-0.375092308505578,0.548914817933353,1.08006422115654,-0.169342574755807,0.916846398014388,-1.14885008056897,0.311509985056736,-0.286149634374334,-0.199284360098337,0.132500410117387,-0.141296752747017,-0.153118779083721,-0.50486593841145,0.17979771092364,0.0610377211181307,-0.441929078061096,0.125314974408489,0.107571216561369,0.0112517151184092,8.91,0
162942.0,1.94054368775828,-0.208672265378446,-0.0642815631649043,0.546144957390643,-0.789493056680635,-0.878534658426964,-0.36855562160426,-0.161700808413681,1.06509091001004,-0.208835815900873,-0.182324167421338,1.33397968136409,1.23670527510025,-0.247337461908575,0.534862449253973,-0.0441582591333624,-0.40494749950772,-0.568416183513669,-0.312646213216738,-0.162767708540963,-0.131051536223879,-0.166536300068758,0.412976945970826,0.389036048562549,-0.458681032463352,-0.649161962989628,0.0462519229900595,-0.0238166814908524,10.49,0
162942.0,2.08797754988603,0.0454036784786657,-1.37923031311871,0.148097432039562,0.0962064258138889,-1.40441060766971,0.445940454905744,-0.481141612018127,0.517283270024333,-0.138708695882076,-0.564490434508701,1.00980231792069,0.941014576081495,0.232583944468084,-0.0181486667971412,-0.547948313128765,-0.254405427267712,-0.835486218773253,0.266880856173623,-0.185844822423416,-0.132301276544136,-0.142363437635559,0.181248505780993,0.0856774371581618,0.0641439608054781,-0.083959880733271,-0.0430246677804569,-0.0611474245582376,0.0,0
162943.0,-0.0775278354397871,0.552456158714228,1.20882357183097,-0.374637451045697,0.297026560778296,0.121496950845246,0.228096478189309,0.0566018786569395,0.27647972994191,-0.815195453804686,-0.900542425856055,0.740858579816047,1.57583720757276,-0.516150916580449,0.515052426845031,-0.118289613372353,-0.557673138889822,0.30556068490078,-0.0004275643257878,0.0451102653409754,0.338304025742193,1.17830356147501,-0.280292406412549,0.679349115879881,0.106928391835231,-0.0949844667560727,0.0951958555953122,0.0457936710960713,5.0,0
162943.0,2.01185243133228,-0.160838686381982,-1.02279122643369,0.330832326998622,-0.207849104916521,-0.962735057411965,0.0259900259391882,-0.145372383512277,0.404840806466067,0.267038446204589,0.895180019039197,0.703514871433401,-0.891558030137645,0.647725823293597,-0.573471670835957,0.104148229292538,-0.4560860991995,-0.299781866248572,0.406223843700034,-0.270730217781685,-0.2411519597145,-0.639545695501484,0.349391699711599,0.054071770707476,-0.369920472474262,0.175537274509172,-0.0800509850681989,-0.0709725928352101,1.98,0
162943.0,1.84772745438289,-0.426151413802353,-1.18654448043651,0.667727972893238,-0.315333093666726,-1.17206609266148,0.270860947420247,-0.296828973924205,0.662599828591466,0.0791680728213635,-0.93060792986748,-0.113107561965435,-0.980581222628972,0.521999215313112,0.153471317009251,-0.0550656392447576,-0.243728386185674,-0.678607349000732,0.0585984973703574,-0.0856001176514235,-0.229361410411574,-0.817533795921499,0.252129597849156,0.012674327774096,-0.335082966450236,0.0064112778898163,-0.0838653189715291,-0.0408199496577301,107.93,0
162943.0,-0.942778634399113,1.25522601816018,0.356523032318893,-0.887834305878824,-0.549048850034356,-0.506899537880653,-0.294180330796943,0.783809687829642,0.196329289917056,-1.17683065798718,-0.82234955080225,1.12431316520046,1.0813547050172,0.242755924207578,0.0011702103580056,0.229356871035025,-0.222644521931612,-0.342418996830827,-0.379699524116241,-0.359298764814129,0.108295861744032,0.061579703727913,0.363638693882889,1.08382278119243,-1.29715714051738,-0.531744634886484,-0.272667663151941,0.134139979372327,1.46,0
