Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
126556.0,2.00823583084174,-0.188179659806333,-0.499207237439121,1.16802981167942,-0.293455770030852,-0.0993015900241773,-0.556909771454347,0.0467090191510649,1.06508246960164,0.241970557468497,-1.63026150989691,-0.356392964818947,-0.502433057315006,0.11155100426258,0.95444404786466,0.638929995579633,-0.945236945632116,0.573126057729837,-0.563968969327773,-0.291981799390328,0.172873086852372,0.644045595373513,0.0717423607726309,-0.750274747134655,-0.033734819817322,-0.51214585535516,0.0554387914779106,-0.0398862226213402,1.0,0
126557.0,2.00089621187158,0.0870259577579556,-1.80441325331978,0.530983199554363,0.175666033505836,-1.43400311868706,0.304139278924505,-0.384955551396655,0.626346699106048,-0.481991137477408,-0.513581630603878,-0.0858812241670175,-0.164082559482361,-0.691366135285483,0.933995128175828,0.259077379419587,0.354995667618771,0.578425674947662,-0.386672480870153,-0.143818215649841,0.204568561877692,0.680334111121349,-0.0667555189569621,-0.177592189549048,0.253786595535584,-0.0973436580264482,-0.0103272669917985,-0.0270183895465432,37.95,0
126558.0,-0.224246387731917,-0.0454791634365602,1.29343331118293,-0.581329485462076,0.0874315483879347,-0.809279542466093,0.384233920856309,-0.218921964465152,0.740525316865407,-0.526040550510455,-1.03248538339152,-0.455122081301764,-0.611299083987489,-0.135117151164838,0.849709291522774,0.0677931941280692,-0.665100457138178,0.499560089700218,-0.0402329194134885,0.0808609218134402,0.321978047304661,1.0551976355605,0.0250493615033,0.0602349445351859,-0.915581128438306,-0.0088183728895365,0.0433945822678135,0.0116630956072011,41.22,0
126558.0,2.08634597915876,0.0408923870623927,-1.80085512953106,0.395842770336768,0.349511710835744,-0.830124509670147,0.0726828974225361,-0.135489741498865,0.747022350670832,-0.330596787885073,-0.980433836431426,-0.755782757196645,-1.50816181337284,-0.535594323532107,0.392062916314321,0.43693581995904,0.508054988429075,-0.0605903159488484,0.122838280732338,-0.254960387551669,-0.393760638513427,-1.10404675459582,0.340366980343576,0.335078735296891,-0.291092976578427,0.18679048985193,-0.0732136932809827,-0.0356071173536423,0.99,0
126559.0,2.05701556801605,-0.0051832633229649,-1.04861444897508,0.41359356717698,-0.0852886913595143,-1.20061661096654,0.23840479080905,-0.378101038699899,0.42917789103553,0.0504176730628682,-0.607610509268802,0.833048856651726,0.7988656573327,0.130110275784893,-0.0410449528250169,-0.141963455941123,-0.326801116625961,-0.962279417783513,0.136936552143097,-0.17206112761024,-0.278587202861874,-0.638602603562141,0.33010930966142,0.0665967410020517,-0.275663708443455,0.192629202733203,-0.0664198387904108,-0.0577968256650083,4.49,0
126559.0,-3.02005995237925,-0.0981814561186007,0.276436984299934,-0.741079480555593,0.326424211781633,-0.643324973649128,0.0273507429222943,1.06633690139261,-0.724052468740989,-0.738621794722161,0.706197866920467,0.4671789289513,-0.694646727415354,1.13125636901736,0.101287950812426,0.91434499320225,-0.444667522774711,-0.0200722587913728,0.212316916820891,-0.0304960408224831,-0.448019616095923,-1.51871065632274,0.69096826811262,0.6361240070282,0.328569080710404,0.141951153844555,0.326602514315936,-0.504495168452197,7.51,0
126560.0,1.87957131964277,-0.258701777339259,-0.801524856128919,1.17223321227335,0.409862063195901,1.00574087934346,-0.286891930470181,0.206089751812676,0.767490233212054,0.0893619792792174,-0.149194885416634,1.78879566507898,1.15995025309282,-0.378107336243633,-1.89598638460301,-0.0578443628849037,-0.660321805191004,-0.302174577130712,0.753933433989627,-0.0683130605121234,-0.492260261135324,-1.20854823645284,0.308840161456464,-0.257563480562531,-0.198464267545287,-1.10736599160155,0.0488709701216654,-0.033212830086034,47.22,0
126560.0,2.01167317210592,0.905253828147259,-1.61596172594975,3.54334205572075,1.32408618224944,-0.309902919340642,0.867474086176017,-0.358660241440895,-1.67225540315217,1.55259300595843,-1.08536786850814,0.0305648457797092,0.934190916795465,0.501570810838936,-0.710679959858641,0.570997340332952,-0.89359236022769,-0.6594012092166,-1.42906396942343,-0.205684757281688,0.0850340383030326,0.242745257862737,0.0531576715026629,0.582967592366851,0.359156765184038,0.0475850888534202,-0.0798503469536112,-0.056509822375342,6.26,0
126560.0,-2.71678905968883,2.29696796527425,-2.79361032806954,-0.53704045552395,-0.509950228910483,0.578163202955872,-1.60703863228323,2.69696074605571,-0.860497333983259,-1.04360655413067,0.086809759879539,1.79146782292983,0.633758619208493,2.27014964058874,0.469055781027439,-0.174003113043914,0.830236765961907,-0.316372233466031,-0.576163017256308,-0.819023247226066,0.749747239868223,1.44698997322222,0.0495272425281365,-1.58520616914278,-0.418994399763726,-0.0822395811816841,-0.977452031009057,-0.310004218897183,1.0,0
126561.0,0.113176286343215,0.789588960641925,0.487274352089967,-0.18036881349235,1.06914510456627,-0.355906259342959,1.14307360651165,-0.444166046050969,-0.374120388462182,-0.195247876885243,-1.25643685801334,0.165188300776987,1.06234368416084,-0.155073326053208,0.269970109491585,-0.537052211098475,-0.336925490579474,-0.54487551034038,1.36948226011882,0.153383219688903,-0.256726893588727,-0.410651025814172,-0.104389835759932,-0.734308161214072,-0.706799998776206,0.312993676074214,-0.0158750677550925,-0.043807668053378,1.98,0
